380,220940.78,125254.63,832.69,C0498
381,220940.56,125252.48,832.7,C0497
382,220969.23,125251.32,832.31,C0496
383,220968.88,125254.7,832.39,C0495
384,220968.81,125257.67,832.4,C0494
385,220968.8,125264.12,832.2,C0493
386,220970.05,125269.86,832.4,C0492
387,220989.51,125269.9,832.3,C0491
388,220988.04,125263.67,832.13,C0490
389,220989.26,125259.04,832.17,C0489
390,220989.79,125250.75,832.22,C0488
391,220988.96,125254.01,832.24,C0487
392,221006.33,125250.29,832.24,C0486
393,221005.62,125253.66,832.23,C0485
394,221005.57,125254.26,832.16,C0484
395,221005.31,125259.08,832.05,C0483
396,221005.54,125265.14,831.99,C0482
397,221003.82,125270.54,832.2,C0481
398,221034.16,125274.09,832.18,C0480
399,221035.04,125267.12,832.27,C0479
400,221037.33,125258.51,831.62,C0478
401,221037.62,125256.17,831.92,C0477
402,221037.84,125254.24,831.71,C0476
403,221038.04,125252.43,831.94,C0475
404,221038.12,125249.29,831.99,C0474
405,221041.2,125262.73,832.15,C0473
406,221039.91,125260.25,831.84,C0472
407,221037.76,125254.19,831.73,C0471
408,221038.44,125245.83,831.95,C0470
409,221038.12,125249.13,832.05,C0469
410,221038,125252.1,831.98,C0468
411,221037.95,125252.02,831.99,C0467
412,221049.6,125262.59,831.69,C0466
413,221050.32,125256.63,831.82,C0465
414,221050.14,125251.65,831.93,C0464
415,221059.1,125243.7,831.39,C0463
416,221084.17,125260.97,831.22,C0462
417,221059.08,125243.72,831.38,C0461
418,221083.16,125257.19,831.32,C0460
419,221059.15,125245.29,831.7,C0459
420,221083.2,125252.12,831.29,C0458
421,221083.1,125250.48,831.47,C0457
422,221089.34,125243.65,831.26,C0456
423,221083.02,125247.45,831.46,C0455
424,221089.56,125242.11,830.8,C0454
425,221097.3,125230.38,830.31,C0453
426,221124.58,125230.89,830.06,C0452
427,221121.19,125238.27,830.22,C0451
428,221122.02,125241.46,830.92,C0450
429,221120.98,125254.41,830.77,C0449
430,221122.8,125250.45,831,C0448
431,221122.78,125249.15,830.93,C0447
432,221122.61,125248.54,831.01,C0446
433,221121.43,125245.06,831.11,C0445
434,221155.91,125246.97,830.52,C0444
435,221160.71,125257.25,830.16,C0443
436,221154.18,125227.47,829.39,C0442
437,221150.96,125233.63,829.73,C0441
438,221152.66,125238.29,830.58,C0440
439,221154.01,125242.14,830.76,C0439
440,221154.29,125245.6,830.63,C0438
441,221165.9,125266.82,830.41,C0437
442,221186.26,125246.37,829.95,C0436
443,221186.24,125242.35,830.17,C0435
444,221186.05,125241.98,830.27,C0434
445,221187.64,125250.92,830.12,C0433
446,221191.21,125264.43,830.06,C0432
447,221186.14,125239.24,830.32,C0431
448,221185.84,125235.41,830.12,C0430
449,221185.74,125233.68,829.6,C0429
450,221185.83,125226.51,828.99,C0428
451,221185.88,125220.89,828.92,C0427
452,221220.33,125261.4,829.74,C0426
453,221217.72,125251.83,829.63,C0425
454,221216.37,125238.55,829.69,C0424
